Pokemon,Pokeball,HP%,Status,Capture_Success,Capture_Probability,Noise,Catch_Rate,Level,Weight,Type
caterpie,pokeball,100,NONE,1,0.334499632740123,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,100,NONE,0,0.31697894451905057,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,100,NONE,1,0.3210321156559706,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,100,NONE,1,0.2643099488184271,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,100,NONE,0,0.3415042032261323,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,100,NONE,0,0.28721254548567404,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,100,NONE,0,0.3027957502095976,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,100,NONE,0,0.3532923915768601,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3985,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3575779893328985,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.4086608794568645,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3983472291279921,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.39889182826481623,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.3820412210382697,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.37587414756711646,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.4075677355141318,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.409746890152369,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.36711979205983597,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.37349113080458585,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.4501549470990611,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.44262537900132726,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.41030057224433475,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.40456239721173376,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.41627459001711203,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3753129439022622,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.36822097128088666,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3392148861451736,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.3318577009873035,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.4010922311405956,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.46115196387440166,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.4225097029803738,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.32097034656993667,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.36212046555025085,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.4350553072615152,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.4039336457181355,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,1,0.42949369370314516,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.47856251928579085,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.37630366369762436,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,90,NONE,0,0.39458557096359553,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4649,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.48037020176951367,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.46031806950253235,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.45395064900054044,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4756455539397832,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.5058977658187023,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4763362891074271,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4538232284978458,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4677192479639104,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4879743041787408,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.47199850423731904,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4767266822449721,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4647785861089181,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.46717079238824116,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.472879343417075,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4718994892841491,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.3743936814211902,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4562352752022987,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.4473918553563186,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.450838213173075,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.44478274545859864,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.44246344160384865,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.5738196377491201,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.5580180756058305,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.4323261656452065,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.5120946774057583,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.5069260047116473,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.3216815115958248,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.5121193090675414,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,0,0.5300572517358705,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,80,NONE,1,0.5024294049263197,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5313,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5631309844430787,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5625108733062544,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.46780144149270353,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5393968557610358,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5206975596496983,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5602392128919301,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.550311815418125,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5637058160473507,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5236187882935125,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5704526805413138,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.4400548769382963,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.4646950051451292,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5387885824709694,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5889218255289306,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5160485781903524,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5278536611614514,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.49417672071793,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.517786701320345,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.6218214239901058,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5669800221138931,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.3756993410539739,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.489726211492563,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5136379716593258,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.5647403476350183,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.46665709794878507,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.6317055627762038,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.6320761391743246,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,0,0.5799537409466842,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.4718335989324052,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,70,NONE,1,0.7338360201391904,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5977,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5932680105395755,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5719857761730698,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5475096952576309,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5964825564025062,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5936995310667774,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5405429401530165,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.575303931960068,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5602781790653472,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5918648866117564,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5767244447823695,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5717224984567836,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.6693752931662511,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5677685668327574,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5638515411705403,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.49110747104320357,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5747488190713678,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5931779087788175,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5693670199945187,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5854434774583729,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.6587055592614075,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.6616658261768356,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.6534028761488011,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.7179091948370553,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.6319104041828701,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5571078047454056,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.6425015126419455,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.7067649390238274,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,0,0.5420728827036967,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5398724931213703,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,60,NONE,1,0.5618994233659282,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6641,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.703985139997354,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6209444753573008,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.682312833637466,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6559968073706673,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.7392120595338855,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6683565163354496,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.7344675898201354,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6777135069620367,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6539827374884312,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6519940231148459,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.6759482218058812,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.541742472920639,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.568491924528316,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6707429345370179,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.633842202742696,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6835190768226888,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6374496555549218,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.841696347382273,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.709458640945196,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.7865935208170238,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.7242381970313428,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.7419256790518626,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,0,0.5816830513494434,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6365677341829299,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.6295467534024439,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.4974173913980954,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.5977540633615314,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.8582002548643468,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.7282640186828109,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,50,NONE,1,0.45586251800867084,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7305,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7292141033870486,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.7338360578442019,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7147949108709405,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7387327538165283,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7605659850399508,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7377240312046756,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.7404164181517371,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7380501395142934,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7418885278461421,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.7724280802716617,0.05,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.8172084346875743,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7599993135201742,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7388287912935687,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7498138197023616,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7691430943116808,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.833852840577251,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.5664375474357966,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7807674653872544,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.6677205553694702,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7329737010339256,0.1,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,1.0,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7087519806000745,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7042962437746606,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.7813333036164938,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,0,0.5364591610849662,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.7122532921523047,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.889366741569765,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.750202649474301,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.6234406811471938,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,40,NONE,1,0.9188740399580131,0.15,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,0,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,0,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,0,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7969,0.0,255,50,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7969,0.0,255,50,6.4,"BUG, NONE"
